source_file,requirement_text,label,reasons
2004 - watcom gui.pdf,In the GTK gtk_widget_show() and gtk_window_hide() should be used.,1,weak_modal
2004 - watcom gui.pdf,gdk_window_show() should be used Time needed for porting:,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,In GTK gtk_object_destory() should be called which automatically will destroy all children.,1,weak_modal
2004 - watcom gui.pdf,Instead of calling GlobalFree() here the window should be destroyed with gtk_widget_destroy() Some tweaking may be needed.,1,"undefined_quantity,weak_modal"
2004 - watcom gui.pdf,"This function should create all necessary controls, and apply specified attributes for every requested control.",1,weak_modal
2004 - watcom gui.pdf,Depending on type of the control and attributes various GTK functions should be used.,1,"undefined_quantity,weak_modal"
2004 - watcom gui.pdf,Should be empty in GTK port.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,"Should do nothing in GTK port, since DialogTemplate() function created the dialog.",1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should be rewritten for GTK version.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,"The callback should correctly process resizing ""resizerequest"" and ""close"" events.",1,weak_modal
2004 - watcom gui.pdf,"In GTK port, the function should call gtk_widget_destroy() for the given window or for the toplevel window if NULL.",1,weak_modal
2004 - watcom gui.pdf,"Open Watcom Linux Port Page 29 of 54 GUI Software Requirements Specification Should be greatly modified in GTK port, but it is a straightforward task.",1,weak_modal
2004 - watcom gui.pdf,Note that returned string will be owned by a widget and must not be modified or freed.,0,
2004 - watcom gui.pdf,g_signal_emit() should be used for this purpose.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,GUIWndDirty Tells the user interface that interface should be repainted.,1,weak_modal
2004 - watcom gui.pdf,GUIGetDC() and GUIReleaseDC should not be called in GTK port.,1,weak_modal
2004 - watcom gui.pdf,The similar functionality in GTK should be achieved by gtk_widget_translate_coordinates().,1,weak_modal
2004 - watcom gui.pdf,To get the needed value (root window of a given widget) gtk_widget_get_root_window() should be called for a given widget.,1,weak_modal
2004 - watcom gui.pdf,Should be rewritten using GdkRectangle type.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should be rewritten using GdkRectangle structure.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,GTK paint functions applied to the GtkFixed widget placed in the window should be used for this purpose.,1,weak_modal
2004 - watcom gui.pdf,"pango_layout_set_text() should be used for text rendering, and gtk_paint_layout() applied to GtkFixed widget placed in the window should be used for drawing.",1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,The function should create an appropriate control with appropriate styles and other attributes in the requested position.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,Already described AddControl should be used here.,1,weak_modal
2004 - watcom gui.pdf,gtk_widget_destroy() should be called in GTK port.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_widget_set_sensitive() should be called within this function.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_widget_get_sensitive() should be called within this function.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Depending upon the flag gtk_widget_show_all() or gtk_widget_hide_all() function should be called.,1,weak_modal
2004 - watcom gui.pdf,"Property ""visible"" should be used to test if the widget is visible.",1,weak_modal
2004 - watcom gui.pdf,Open Watcom Linux Port Page 33 of 54 GUI Software Requirements Specification Depending on the class of the given widget gtk_entry_set_text() or gtk_label_set_label() should be used.,1,weak_modal
2004 - watcom gui.pdf,GUISetText() should be called to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should call gtk_editable_select() applied to a valid GtkEntry widget to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should call gtk_editable_select() applied to valid GtkEntry widget to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should call gtk_editable_get_selection_bounds() and gtk_editable_get_chars() applied to valid GtkEntry widget to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Some effort to make the controls look similar in Linux to all other systems will be needed.,1,undefined_quantity
2004 - watcom gui.pdf,Instead of calling _wpi_getsystemmetrics() the function should call various GTK functions to get different values.,1,"undefined_quantity,weak_modal"
2004 - watcom gui.pdf,Some effort to make the controls look similar in all systems will be needed.,1,undefined_quantity
2004 - watcom gui.pdf,Should call gtk_editable_get_selection_bounds() and gtk_editable_get_chars() applied to valid GtkEntry widget to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Additional research should be performed in order to find out whether Open Watcom GUI Library memory allocation algorithm can be reused in the GTK port.,1,weak_modal
2004 - watcom gui.pdf,This should contain GTKViewPort that contains GtkFixed.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should make the GtkStatus visible using gtk_widget_show().,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should make the GtkStatus invisible using Gtk_widget_hide() Time needed for porting:,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should use gtk_status_push().,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should make the GtkHandleBox visible using gtk_widget_show() Time needed for porting:,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Should make the GtkHandleBox invisible using gtk_widget_hide() Time needed for porting:,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Menu functions GUIAppendMenu() GUIAppendMenuByOffset() GUIInsertMenu() GUIEnableMenuItem() GUICheckMenuItem() GUISetMenuText() GUISetHintText() GUIDeleteMenuItem() GUIResetMenus() GUIEnableMDIMenus() GUICreateFloatingPopup() GUITrackFloatingPopup() GUIGetMenuPopupCount() GUIAppendMenuToPopup() GUIInsertMenuToPopup() Common guidelines WGL windows of the GTK port must have GtkMenuBar widget in them.,0,
2004 - watcom gui.pdf,gtk_menu_shell_append() should be used to add the menu to GtkMenuBar widget.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,"Open Watcom Linux Port Page 39 of 54 GUI Software Requirements Specification Additionally, the menu and all items should be added in global controls table via GUIControlInsert(), since GTK doesn't allow assigning ID to the menu items.",1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_menu_shell_append() should be used to insert the menu to GtkMenu widget.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,"Additionally, the menu and all items should be added in global controls table via GUIControlInsert, since GTK doesn't allow assigning ID for the menu items.",1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_menu_shell_insert() should be used to add the menu to GtkMenuBar widget.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,"Additionally, the menu and all items should be added to the global controls table via GUIControlInsert(), since GTK doesn't allow to assign ID for the menu items.",1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_widget_set_sensitive() applied to the appropriate GtkMenuItem should be used in this function.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_check_menu_item_set_active() applied to the appropriate GtkMenuItem should be used in this function.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_label_set_label() applied to GtkLabel contained in appropriate GtkMenuItem should be used in this function.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_tooltips_set_tip() applied to GtkLabel contained in appropriate GtkMenuItem should be used in this function.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_widget_destroy() applied to the appropriate GtkMenuItem should be used in this function.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,The function should destroy and create new GtkMenuBar.,1,weak_modal
2004 - watcom gui.pdf,This function should do nothing for the GTK port.,1,weak_modal
2004 - watcom gui.pdf,"Should create a GtkMenu widget, and call GUITrackFloatingPopup.",1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_menu_popup() applied to the appropriate GtkMenu should be used in this function.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,gtk_container_get_children() applied to the appropriate GtkMenu should be used in this function to obtain a list of the items.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,Then g_list_length() should be applied to the list to obtain a number of elements in the list.,1,weak_modal
2004 - watcom gui.pdf,GUIAppendMenu() should be called in this function to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,GUIAppendMenuByOffset() should be called in this function to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_set_window_title() should be used here.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_get_window_title() should be used here.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,Calling of GUIGetTheDC() and DoReturn should be eliminated in this function as GTK operates at a higher level.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,"These functions use DrawLine() function which should be rewritten using gtk_paint_hline(), gtk_paint_vline() or gtk_paint_polygon().",1,weak_modal
2004 - watcom gui.pdf,The function should use gtk_paint_bar() to perform the operation.,1,weak_modal
2004 - watcom gui.pdf,All these functions except GUISetSystemFont() can be implemented.,1,weak_modal
2004 - watcom gui.pdf,"So, GUIFontsSupported() should always return TRUE.",1,weak_modal
2004 - watcom gui.pdf,The function could be ported implemented with GUIGetFontFromUser() and GUISetFontInfo().,1,weak_modal
2004 - watcom gui.pdf,pango_font_description_to_string() applied to a style attribute of the given window should be used to perform the operation.,1,weak_modal
2004 - watcom gui.pdf,"The function should create PangoFontDescription via pango_font_description_from_string() function, and modify style of the given window with gtk_widget_modify_style().",1,weak_modal
2004 - watcom gui.pdf,"So, this function should do nothing in the GTK port.",1,weak_modal
2004 - watcom gui.pdf,Open Watcom Linux Port Page 45 of 54 GUI Software Requirements Specification This function should be implemented using standard GtkFontSelectionDialog().,1,weak_modal
2004 - watcom gui.pdf,This function should create an apropriate cursor with gdk_cursor_new().,1,weak_modal
2004 - watcom gui.pdf,This function should use gdk_window_set_cursor() applied to the result of gdk_get_default_root_window() and pass NULL as cursor type to change the cursor to default.,1,weak_modal
2004 - watcom gui.pdf,Gdk_window_show() should be used.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_window_set_focus() applied to the control obtained via GUIGetControlByID() should be used here.,1,weak_modal
2004 - watcom gui.pdf,"gtk_window_move() should be called to move the window, and gtk_widget_set_size_request() called to set a new size.",1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gdk_window_get_state() should be used to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gdk_window_unmaximize() should be used to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gdk_window_show() should be used to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gdk_is_window_visible() should be used to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_window_set_size() should be used to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_window_get_size() should be used to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,gtk_window_set_icon() should be used to perform the operation.,1,"weak_modal,missing_actor"
2004 - watcom gui.pdf,"It is impossible to implement in GTK, so this function should just return TRUE.",1,weak_modal
2004 - watcom gui.pdf,The function should create an array of GtkImage objects.,1,weak_modal
2004 - watcom gui.pdf,The function should place the requested hot spot in the appropriate position with gtk_fixed_put() function.,1,"vague_term,weak_modal"
2004 - watcom gui.pdf,"Since the function doesn't allow specifying which input device should be tested, it isn't clear.Shift key on which input device should be checked.",1,"vague_term,weak_modal"
2004 - watcom gui.pdf,GUIGetPaintRect The function uses _wpi_getpaintrect() which should be reimplemented for the GTK port to support GdkRectangle structure.,1,weak_modal
2004 - watcom gui.pdf,The function should call GUIGetAbsRect().,1,weak_modal
2004 - watcom gui.pdf,gtk_widget_get_pointer() function should be used to obtain the location of the mouse pointer in widget coordinates.,1,weak_modal
2004 - watcom gui.pdf,Then the coordinates should be transformed relative to a WGL scaling factor.,1,weak_modal
2004 - watcom gui.pdf,So these definitions should be changed in the GTK port.,1,weak_modal
2004 - watcom gui.pdf,"The function should call gdk_window_get_children(), get the child's gui_window via GUIFindWindowFromHWND, and call necessary callback.",1,weak_modal
2004 - watcom gui.pdf,GtkColorSelection() should used for this purpose.,1,"weak_modal,missing_actor"
2004 - watcom.pdf,Introduction This document outlines a set of steps that should be taken to provide shared libraries and position independent code support to the Open Watcom compiler as a part of the Open Watcom Linux porting effort.,1,"weak_modal,multiple_actions"
2004 - watcom.pdf,"Because PIC uses relative addressing between segments, the difference between virtual addresses in memory must match the difference between virtual addresses in the file.",0,
2004 - watcom.pdf,"Open Watcom Linux Port Page 8 of 55 Compiler / Linker Software Requirements Specification $OWROOT/bld/wl/h/obj2supp.h typedef enum { FIX_CHANGE_SEG = 0x00000001, // has to be 1.",0,
2004 - watcom.pdf,The information above should give the basic knowledge to the developer unfamiliar with CG386.,1,weak_modal
2004 - watcom.pdf,"The functions in a shared library may be loaded at different addresses in different programs, so the code in the shared object must not depend on the address (or position) at which it is loaded.",1,weak_modal
2004 - watcom.pdf,Therefore such approach should be ommited.,1,weak_modal
2004 - watcom.pdf,"Finally, our switch should be passed from wcc386 to CG386.",1,weak_modal
2004 - watcom.pdf,So OWLEmitReloc() should be used to write relocations.,1,weak_modal
2004 - watcom.pdf,"Unfortunately OWL is RISC-oriented, so missing features should be added.",1,weak_modal
2004 - watcom.pdf,"Since some relocations are 386-specific, the corresponding constants to both files should be added.",1,"undefined_quantity,weak_modal"
2004 - watcom.pdf,So this register should be excluded from normal code generation.,1,weak_modal
2004 - watcom.pdf,"But actually this line should be add $0x3,%ebx, where immediate is the explicit addend for R_386_GOTPC relocation.",1,weak_modal
2004 - watcom.pdf,"Note that code generator should create the undefined symbol _GLOBAL_OFFSET_TABLE_, if R_386_GOTPC encountered.",1,weak_modal
2004 - watcom.pdf,"Prologues are handled in $OWROOT/bld/cg/intel/c/i86proc.c, so needed code should be added to void GenProlog( void ).",1,weak_modal
2004 - watcom.pdf,"Open Watcom Linux Port Page 37 of 55 Compiler / Linker Software Requirements Specification In addition, register EBX should be saved in the stack.",1,weak_modal
2004 - watcom.pdf,"Moreover, 386 ABI notes that EBX, ESI, and EDI should be saved in the stack, for both PIC and PDC.",1,weak_modal
2004 - watcom.pdf,So conditional processing as well should be also added.,1,weak_modal
2004 - watcom.pdf,Position-Independent Function Epilogue All registers previously saved in stack (see above) should be resotred.,1,weak_modal
2004 - watcom.pdf,"For PIC, this relocation should be R_386_PLT32.",1,weak_modal
2004 - watcom.pdf,"External references should use the global offset table entry, because dynamic linking may bind the entry to a definition outside the current object file’s scope.",1,"weak_modal,undefined_term"
2004 - watcom.pdf,"In general, PIC global variable should be treated as pointer to the actual address instead of address itself.",1,weak_modal
2004 - watcom.pdf,"Summary For PIC support, code generator should be able to produce some specific relocations (in addition to R_386_32 and R_386_PC32).",1,"undefined_quantity,weak_modal"
2004 - watcom.pdf,3.1.4 Notes The information presented in the sections above should not be treated as retelling of 386 ABI.,1,weak_modal
2004 - watcom.pdf,It should be used together with ABI documentation.,1,"weak_modal,missing_actor"
2004 - watcom.pdf,"During the porting work, developer should refer to ABI and other documentation;",1,weak_modal
2004 - watcom.pdf,"In such case, one should execute the linker this way:",1,weak_modal
2004 - watcom.pdf,"Open Watcom Linux Port Page 41 of 55 Compiler / Linker Software Requirements Specification } But PT_PHDR is assumed in WriteELFGroups(), so that function should be changed as well:",1,weak_modal
2004 - watcom.pdf,Open Watcom Linux Port Page 42 of 55 Compiler / Linker Software Requirements Specification #define DT_REL 17 // address of reloc table without addends #define DT_RELSZ 18 // size of the DT_REL table #define DT_RELENT 19 // size of a DT_REL entry #define DT_PLTREL 20 // type of reloc entry for PLT #define DT_DEBUG 21 // for debugging information #define DT_JMPREL 23 // reloc entries only with PLT This section should reside in the data segment.,1,weak_modal
2004 - watcom.pdf,"Additionally, the program header PT_DYNAMIC should be updated.",1,weak_modal
2004 - watcom.pdf,"Of course, the corresponding string table should be created (.dynstr instead of .strtab).",1,weak_modal
2004 - watcom.pdf,Function WriteSHStrings() from loadelf.c should be changed as well.,1,weak_modal
2004 - watcom.pdf,ELF handle should be modified as well:,1,weak_modal
2004 - watcom.pdf,"Finally, the dynamic array should be updated (i.e.",1,weak_modal
2004 - watcom.pdf,"However, a shared object should contain single relocation table .rel.dyn.",1,weak_modal
2004 - watcom.pdf,This function should merge all relocations into single table.,1,weak_modal
2004 - watcom.pdf,It should update .dynamic section as well (i.e.,1,"weak_modal,missing_actor"
2004 - watcom.pdf,• R_386_GOT32 • R_386_GOTOFF • R_386_GOTPC it should build the Global Offset Table.,1,weak_modal
2004 - watcom.pdf,Additionally wlink should process this relocation types according to 386 ABI.,1,weak_modal
2004 - watcom.pdf,One should add support of these relocation types to both ORL and WLCore.,1,"weak_modal,missing_actor"
2004 - watcom.pdf,"Then the mapping between ORL_ and FIX_ should be added to DoReloc(), objorl.c.",1,weak_modal
2004 - watcom.pdf,"Similarly, R_386_GOTOFF should be FIX_OFFSET_32.",1,weak_modal
2004 - watcom.pdf,"Open Watcom Linux Port Page 45 of 55 Compiler / Linker Software Requirements Specification At the end of first linker pass, we can create the .got section (i.e.",1,weak_modal
2004 - watcom.pdf,"At this time, _GLOBAL_OFFSET_TABLE_ symbol should be defined as well.",1,weak_modal
2004 - watcom.pdf,Linker should create R_386_GLOB_DAT relocations for such GOT entries.,1,"weak_modal,missing_actor"
2004 - watcom.pdf,"Finally, the dynamic array should be updated (PLTGOT).",1,weak_modal
2004 - watcom.pdf,"However, developer should take a look at existing TOC implementation, since it contains some useful ideas.",1,"undefined_quantity,weak_modal"
2004 - watcom.pdf,The GOT entry should be created for each PLT entry.,1,weak_modal
2004 - watcom.pdf,"Such GOT entry should contain the address of the following pushl instruction, not the real address of e.g.",1,"vague_term,weak_modal"
2004 - watcom.pdf,Open Watcom Linux Port Page 46 of 55 Compiler / Linker Software Requirements Specification A new R_386_JUMP_SLOT relocation should be created.,1,weak_modal
2004 - watcom.pdf,"} When relocation R_386_PLT32 is encountered, the linker should create new PLT entry for the corresponding symbol (but only if its type is STT_FUNC).",1,weak_modal
2004 - watcom.pdf,"This is relative type, so the mapping should include FIX_OFFSET_32 | FIX_REL.",1,weak_modal
2004 - watcom.pdf,This relocation table should also reside in the code segment.,1,weak_modal
2004 - watcom.pdf,"Finally, the dynamic array should be updated (PLTRELSZ, PLTREL, and JMPREL).",1,weak_modal
2004 - watcom.pdf,Open Watcom Linux Port Page 48 of 55 Compiler / Linker Software Requirements Specification 3.2.10 Notes The information presented in the sections above should not be treated as retelling of 386 ABI.,1,weak_modal
2004 - watcom.pdf,It should be used together with ABI documentation.,1,"weak_modal,missing_actor"
2004 - watcom.pdf,"During the porting work, developer should refer to ABI and other documentation;",1,weak_modal
2004 - watcom.pdf,ORL should be reviewed and fixed in respective to these issues.,1,"weak_modal,missing_actor"
2004 - watcom.pdf,"Additionally, the linker should collect the names of shared objects for further processing (see ""Needed Libraries"" below).",1,"vague_term,weak_modal"
2004 - watcom.pdf,"If this list is non-empty, the linker should perform some tasks described in the further sections.",1,"undefined_quantity,weak_modal"
2004 - watcom.pdf,"If it is present, it must precede any loadable segment entry.",0,
2004 - watcom.pdf,"If any specific relocation is encountered, the linker should resolve them and create the Global Offset Table.",1,weak_modal
2004 - watcom.pdf,"If any specific relocation is encountered, the linker should resolve them and create the Procedure Linkage Table.",1,weak_modal
2004 - watcom.pdf,"Open Watcom Linux Port Page 50 of 55 Compiler / Linker Software Requirements Specification 3.3.6 Notes During the porting work, developer should refer to ABI and other documentation;",1,weak_modal
2004 - watcom.pdf,"4.1.1 Support of R_386_PC32 relocations After linking, the relocated values are 4 less than they should be.",1,weak_modal
2004 - watcom.pdf,Offset correction should be disabled in case implicit addend was specified.,1,weak_modal
2005 - clarus low.pdf,These requirements will form the basis for the design verification and validation of the system.,0,
2005 - clarus low.pdf,"This document may be updated periodically to reflect changes in the system requirements, including changes reflected in subsequent versions of the system.",1,weak_modal
2005 - clarus low.pdf,The Clarus Initiative will address the necessary infrastructure to consolidate the data from a multitude of independent data collection systems.,0,
2005 - clarus low.pdf,"Surface transportation environmental data collected by the Clarus system will include atmospheric data, pavement data1, and hydrologic (water level) data.",0,
2005 - clarus low.pdf,"The addition of Clarus system data to national weather observations will further enhance general purpose weather forecasting, providing a wider range of benefits to the protection of life and property.",0,
2005 - clarus low.pdf,Data from the Clarus system will have a wide variety of direct and indirect uses.,0,
2005 - clarus low.pdf,"Users having the most immediate contact with the Clarus system will include the owners and operators of the observing systems that are providing information to the Clarus system, as well as the users directly accessing the data contained within the Clarus system.",0,
2005 - clarus low.pdf,"• Surface transportation weather service providers (which may include the observation system owners – e.g., state DOTs);",1,weak_modal
2005 - clarus low.pdf,A requirements document states what must be accomplished to fulfill the vision described in a concept of operations.,0,
2005 - clarus low.pdf,"The Clarus system will add a third mode of functionality, which might be called “meta-librarian.” The Clarus system will collect, organize, and quality check the environmental data to be published by the system.",1,weak_modal
2005 - clarus low.pdf,"Service Providers Clarus Data Collection Systems Data Collection Systems Data Collection Systems Service Provider Customers Field Instrumentation and Remote Sensing Figure 2 – Clarus Data Acquisition, Processing, and Publication The principal interfaces that will be critical to Clarus are the interface between Clarus and the participating collectors, and the interface between Clarus and the participating service providers.",0,
2005 - clarus low.pdf,"While the service provider interface is completely within the control of the Clarus Initiative, the interface(s) to the collectors may be influenced by what interfaces these systems can support.",1,weak_modal
2005 - clarus low.pdf,"2.2 System Functions The Clarus system will collect data from contributing members, organize and quality check the data, and then publish the data for use by service providers and other members of the network.",0,
2005 - clarus low.pdf,"The volume of data involved in this process has the potential to become very large, which leads to a significant challenge in developing a system that can effectively gather, organize, quality check, and disseminate the data.",1,"vague_term,weak_modal"
2005 - clarus low.pdf,The Clarus system should be a data collection system capable of handling a vast range of data in a flexible manner that permits new data types to be added.,1,"vague_term,weak_modal"
2005 - clarus low.pdf,Proper understanding of the available data versus the required information will dictate how the data gathering processes and the database itself should be designed for greatest efficiency.,1,weak_modal
2005 - clarus low.pdf,"While there are many types of environmental data that could be collected, the Clarus emphasis on surface weather and transportation puts the focus on those weather elements that have a direct bearing on surface transportation systems.",1,"undefined_quantity,weak_modal"
2005 - clarus low.pdf,The design of Clarus will need to consider these time horizons when planning the technical limitations of the system architecture.,0,
2005 - clarus low.pdf,The Clarus system design must address how best to minimize these times to optimize the flow of data in a timely manner.,1,vague_term
2005 - clarus low.pdf,2.3 User Characteristics Direct and indirect use of the Clarus system can be applied to a wide audience.,1,weak_modal
2005 - clarus low.pdf,"Because a variety of users can derive benefit from the Clarus system, it is necessary to focus upon those users who have the most immediate contact with the system components.",1,weak_modal
2005 - clarus low.pdf,• Surface transportation weather service providers (which may include the observation system owners);,1,weak_modal
2005 - clarus low.pdf,The requirements of the broader stakeholder community are essential to the Clarus Initiative and these interests must serve as a framework for the core Clarus system.,0,
2005 - clarus low.pdf,These stakeholders can benefit from Clarus by receiving quality-controlled data from the Clarus system.,1,weak_modal
2005 - clarus low.pdf,"Within the context of Figure 6, the following roles can be assigned to each group of users:",1,"vague_term,weak_modal"
2005 - clarus low.pdf,"Additional data from this group may include closed circuit television (CCTV) images, road condition information, and records of treatment activities such as plowing and chemical application.",1,"vague_term,weak_modal"
2005 - clarus low.pdf,• Transit – These are the owners and operators of transit systems who contribute raw data to the Clarus system and may receive qualitycontrolled data from it.,1,weak_modal
2005 - clarus low.pdf,• Rail – These are the owners and operators of rail systems who contribute raw data to the Clarus system and may receive quality-controlled data from it.,1,weak_modal
2005 - clarus low.pdf,• Vehicle – Emerging technologies are developing that will encourage a greater level of data collection from vehicles for the purpose of understanding the nature of the transportation system state including the impacts of weather.,0,
2005 - clarus low.pdf,Both of these factors can be addressed through appropriate system architecture and implementation.,1,"vague_term,weak_modal"
2005 - clarus low.pdf,"To address the timeliness factor, the system should be designed such that it can both retrieve and disseminate large volumes of data from a variety of sources and at potentially high rates.",1,"vague_term,weak_modal"
2005 - clarus low.pdf,The inherent scalability of such a design may also enable the system to expand and add new data sources and end-users.,1,weak_modal
2005 - clarus low.pdf,"To maximize system uptime, redundancies may be required at both the hardware and software levels of the system.",1,weak_modal
2005 - clarus low.pdf,"neither is it intended to support any “critical national security missions.”3 Nonetheless, once the Clarus system is operational, many DOTs will use the environmental data from the Clarus system in their normal management and operations of their infrastructure.",1,undefined_quantity
2005 - clarus low.pdf,"If the Clarus system fails, requestors will need to use their legacy systems.",0,
2005 - clarus low.pdf,"The system will be “open,” using architecture and communications interfaces that are non-proprietary and broadly supported within the information technology industry.",0,
2005 - clarus low.pdf,"The system should be standards based, where national standards are applicable.",1,weak_modal
2005 - clarus low.pdf,Special consideration should be given to the national intelligent transportation system (ITS) standards.,1,weak_modal
2005 - clarus low.pdf,"A-130, which, by its own definition, does not apply to “critical national security missions.” Future applications of Clarus may necessitate revisiting this classification.",1,weak_modal
2005 - clarus low.pdf,"While the system could be placed in operation with data from only a single contributing network, there is no added value without the participation of other weather data sources.",1,weak_modal
2005 - clarus low.pdf,"Even though the system will check the data and apply quality flags, consumers of Clarus-provided data will need to understand that neither FHWA nor the contributing data providers will accept responsibility for the accuracy of any of the data.",0,
2005 - clarus low.pdf,It is unlikely that the regional boundaries from contributing systems will correspond with the regional boundaries defined within data consumer systems.,0,
2005 - clarus low.pdf,"The availability, format, and precision of geo-reference coordinates for data collection points could present unusual problems for the data acquisition system.",1,weak_modal
2005 - clarus low.pdf,"Data in the system database and in published data sets will likely include georeference coordinates in decimal longitude, latitude, and elevation.",0,
2005 - clarus low.pdf,"The availability, format, and precision of time/date stamps could also present unusual problems for the data acquisition system, particularly if contributing systems cannot manage Daylight Savings Time (DST), span time zones, or span areas that do and do not participate in DST.",1,weak_modal
2005 - clarus low.pdf,"The base assumption regarding “database tools” is that the selected data storage software will include appropriate programming interfaces, query tools, and configuration and management tools.",1,vague_term
2005 - clarus low.pdf,No special database tools will be developed as a part of the Clarus system.,0,
2005 - clarus low.pdf,A set of services is required to properly interpret and transform all the incoming and outgoing environmental information.,0,
2005 - clarus low.pdf,The QEDC is still valuable to end-users since it will always identify its level of quality and can be continuously delivered.,1,weak_modal
2005 - clarus low.pdf,The high-level requirements in this document are limited to those that can be derived from a context diagram (Figure 8) that pictures the Clarus system as a single functional block with its interfaces.,1,"vague_term,weak_modal"
2005 - clarus low.pdf,• Functional Requirements – Lists the characteristics that the system must support for each interface.,0,
2005 - clarus low.pdf,"what inputs should be transformed to what outputs, and what specific operations are required.",1,weak_modal
2005 - clarus low.pdf,and • Specifies any communications interfaces and protocols that should be supported.,1,weak_modal
2005 - clarus low.pdf,"The requirements in this document are a subset of the requirements information that will be tracked in the system “Requirements Matrix.” While this document is intended to record the requirements that apply to a particular implementation of the system, the Requirements Matrix tracks all proposed requirements for the system.",0,
2005 - clarus low.pdf,The matrix includes requirements that may apply to future versions of the system or which have been deferred due to cost or complexity.,1,weak_modal
2005 - clarus low.pdf,This section lists the functional characteristics that the system must support.,0,
2005 - clarus low.pdf,"It also identifies what is to be done by the system, what inputs should be transformed to what outputs, and what specific operations are required.",1,weak_modal
2005 - clarus low.pdf,Figure 7 may be referenced while reviewing the detailed requirements to maintain context of the Clarus system’s architecture.,1,weak_modal
2005 - clarus low.pdf,Requirements formulated with “… shall…” are direct requirements;,0,
2005 - clarus low.pdf,those using “… shall be able to…” are conditioned on other requirements being fulfilled or on factors outside the control of the requirement’s subject.,0,
2005 - clarus low.pdf,ID Requirement Source Allocation - CAS Comment Criticality F-101 The Clarus system shall implement quality checking processes as soon as data become available.,1,vague_term
2005 - clarus low.pdf,"ConOps §2.4 QChS, SS, CAS H F101B1 The CAS shall be able to configure schedules for executing QChS.",0,
2005 - clarus low.pdf,F-151 The Clarus system shall record the methods applied when deriving quality checking information.,0,
2005 - clarus low.pdf,"MHI QChS, CAS H F151B1 The CAS shall record the quality checking methods used.",0,
2005 - clarus low.pdf,F-155 The Clarus system shall be able to implement quality checking rules for each environmental parameter.,0,
2005 - clarus low.pdf,"ConOps §3.5.1.4 QChS, CAS, CAUI H F155B1 The CAS shall be able to configure the quality checking rules for each environmental parameter.",0,
